Station_ID  (PK),Station_name,Station_phone,Location_ID (FK),Network_ID (FK),Access_code,Access_Detail_code,Access_Day_time,EV_Pricing,Date_last_confirmed,Maximum_Vehicle_Class,Ev_Workplace_charging,Restricted_access,Location_ID (PK),Street_Address,City,State,ZIP,Intersection_Direction,Longitude,Latitude,Geocode_status
232328,STONEWALL STATION 1,888-758-4389,949,9,public,,24 hours daily,,2026-06-29,,False,0.0,949,1368 Hwy 15,Kingston,ON,K7L 5H6,,-76.44422,44.276005,200-9
232329,PINAWA WILLIS DR 1,888-758-4389,3763,2,public,,24 hours daily,,2026-06-29,,False,0.0,3763,125 Innovation Drive,Kingston,ON,K7K 7E6,,-76.448447,44.270326,GPS
232330,RM TACHE TACHE,888-758-4389,3773,2,public,,24 hours daily,,2026-06-29,,False,0.0,3773,40 Binnington Court,Kingston,ON,K7M 8S3,,-76.5292398,44.2667121,GPS
232331,CYPRESS MOTORS CYPRESS SC 001,888-758-4389,6775,2,public,,24 hours daily,,2026-06-29,,False,0.0,6775,790 Gardiners Rd,Kingston,ON,K7M 3X9,,-76.567548,44.251658,GPS
232332,CYPRESS MOTORS CYPRESS SC 002,888-758-4389,6775,2,public,,24 hours daily,,2026-06-29,,False,0.0,6775,790 Gardiners Rd,Kingston,ON,K7M 3X9,,-76.567548,44.251658,GPS
232333,ARMCOIMMOBILIER ARMCO 8-3,888-758-4389,14369,2,public,,24 hours daily,,2026-06-29,,False,0.0,14369,795 Gardiners Road,Kingston,ON,K7M 7E6,,-76.5690727,44.2511182,GPS
232334,SLC KINGSTON 2,888-758-4389,12345,2,public,,24 hours daily,,2026-06-29,,False,0.0,12345,"2843 Princess Street,",Kingston,ON,K7P 0K3,,-76.5857096,44.2594886,GPS
232335,SLC KINGSTON 4,888-758-4389,12344,2,public,,24 hours daily,,2026-06-29,,False,0.0,12344,2839 Princess Street,Kingston,ON,K7P 0K5,,-76.5857893,44.2595161,GPS
232336,SR AW VALDOR PA BORNES 1,888-758-4389,342,1,public,,24 hours daily,,2026-06-29,,False,0.0,342,775 Gardiners Rd,Kingston,ON,K7M 7H8,,-76.568748,44.249784,200-9
232337,SLC KINGSTON 3,888-758-4389,342,1,public,,24 hours daily,,2026-06-29,,False,0.0,342,775 Gardiners Rd,Kingston,ON,K7M 7H8,,-76.568748,44.249784,200-9
232338,SLC KINGSTON 1,888-758-4389,14189,10,public,,24 hours daily,,2026-06-29,,False,0.0,14189,1911 Bath Road,Kingston,ON,K7M 4Y3,,-76.585163,44.236783,GPS
232339,SLC BROCKVILLE 1,888-758-4389,14189,10,public,,24 hours daily,,2026-06-29,,False,0.0,14189,1911 Bath Road,Kingston,ON,K7M 4Y3,,-76.585163,44.236783,GPS
232340,SLC BROCKVILLE 3,888-758-4389,14189,10,public,,24 hours daily,,2026-06-29,,False,0.0,14189,1911 Bath Road,Kingston,ON,K7M 4Y3,,-76.585163,44.236783,GPS
232342,CITY OF POCO PCCC STN2,888-758-4389,3449,6,public,,24 hours daily,,2026-06-29,,False,0.0,3449,88 Dalton Avenue,Kingston,ON,K7K 6C3,,-76.501781,44.265073,GPS
232343,CITY OF POCO PCCC STN1,888-758-4389,574,6,public,,24 hours daily,,2026-06-29,,False,0.0,574,97 Dalton Avenue,Kingston,ON,K7K 0C4,,-76.503271,44.267263,200-9
232344,SLC CORNWALL 3,888-758-4389,14281,10,public,,24 hours daily,,2026-06-29,,False,0.0,14281,1917 Bath Rd,Kingston,ON,K7M 4Y3,Front Facing Bath Rd,-76.585632,44.236861,GPS
232345,SLC CORNWALL 1,888-758-4389,9235,10,public,,24 hours daily,,2026-06-29,,False,0.0,9235,945 Princess street,Kingston,ON,K7L 1H3,,-76.511167,44.244155,GPS
232346,SLC CORNWALL 2,888-758-4389,9235,10,public,,24 hours daily,,2026-06-29,,False,0.0,9235,945 Princess street,Kingston,ON,K7L 1H3,,-76.511167,44.244155,GPS
232347,STATION CONCESS PARKING AVANT,888-758-4389,14156,27,public,,24 hours daily,,2026-06-29,,False,0.0,14156,1542 Robinson Ct,Kingston,ON,K7L 4V2,,-76.566196,44.2824797,GPS
232348,PERTH-ANDOVER CIVIC CNTR 1,888-758-4389,14660,21,public,,24 hours daily,,2026-06-29,,False,0.0,14660,1233 Midland Ave,Kingston,ON,K7P 2Y1,,-76.5741295,44.2677273,GPS
232349,PERTH-ANDOVER CIVIC CNTR 2,888-758-4389,12555,1,public,,24 hours daily,,2026-06-29,,False,0.0,12555,175 Bath Rd,Kingston,ON,K7M 7K9,,-76.52016,44.24086,GPS
232353,WHISTLER - RMOW LOT A - UNIT 4,888-758-4389,12561,1,public,,24 hours daily,,2026-06-29,,False,0.0,12561,650 Sir John A. McDonald Blvd,Kingston,ON,K7M 1A2,,-76.51976,44.24238,GPS
232354,WHISTLER - RMOW LOT A - UNIT 3,888-758-4389,12563,1,public,,24 hours daily,,2026-06-29,,False,0.0,12563,840 Sutton Mills Crt,Kingston,ON,K7P 2T1,,-76.57572,44.25636,GPS
232355,RECHARGECO SHERBROOKE 01,888-758-4389,12564,1,public,,24 hours daily,,2026-06-29,,False,0.0,12564,860 Norwest Rd,Kingston,ON,K7P 3K3,,-76.57685,44.25806,GPS
232356,YR CS EVC 18,888-758-4389,12865,14,public,,24 hours daily,,2026-06-29,,False,0.0,12865,1530 Robinson Ct,Kingston,ON,K7P 0K4,,-76.567602,44.282357,GPS
232357,YR CS EVC 16,888-758-4389,952,9,public,,24 hours daily,,2026-06-29,,False,0.0,952,284 Earl St,Kingston,ON,K7L 3N6,,-76.493536,44.228991,200-9
232358,YR CS EVC 17,888-758-4389,951,9,public,,24 hours daily,,2026-06-29,,False,0.0,951,143 Union St W,Kingston,ON,K7L 2P3,,-76.497677,44.22826,200-9
232359,COUNTY OF BRUCE BRUCE MUSEUM,888-758-4389,954,9,public,,24 hours daily,,2026-06-29,,False,0.0,954,390 King St W,Kingston,ON,K7L 2X4,,-76.506778,44.219944,200-8
232361,OUTSIDE PARKING PARKING 1,888-758-4389,955,9,public,,24 hours daily,,2026-06-29,,False,0.0,955,40 Lower Albert St,Kingston,ON,K7L 3T8,,-76.499889,44.223702,200-9
232362,TGO TGO 01,888-758-4389,953,9,public,,24 hours daily,,2026-06-29,,False,0.0,953,36 Union St W,Kingston,ON,K7L 2N8,,-76.492919,44.226686,200-9
232363,PERTH-ANDOVER LIBRARY 1,888-758-4389,950,9,public,,24 hours daily,,2026-06-29,,False,0.0,950,142 Union St W,Kingston,ON,K7L 2P3,,-76.498843,44.226901,200-9
232367,CEGEP CEGEP HERITAGE1,888-758-4389,13284,2,public,,24 hours daily,,2026-06-29,,False,0.0,13284,737 Arlington Park Place,Kingston,ON,K7M 8M8,,-76.5738113,44.2491242,GPS
232368,CEGEP CEGEP HERITAGE2,888-758-4389,13284,2,public,,24 hours daily,,2026-06-29,,False,0.0,13284,737 Arlington Park Place,Kingston,ON,K7M 8M8,,-76.5738113,44.2491242,GPS
232369,BROADSTREET PORTVIEW#4,888-758-4389,10638,16,public,,24 hours daily,,2026-06-29,,False,0.0,10638,7 Earl St,Kingston,ON,K7L0A4,,-76.4817,44.22662,GPS
232370,BROADSTREET PORTVIEW #1,888-758-4389,4534,10,public,,24 hours daily,,2026-06-29,,False,0.0,4534,100 Portsmouth Avenue,Kingston,ON,K7L5A6,Front parking lot,-76.52682,44.224583,GPS
232374,BROADSTREET PORTVIEW #2,888-758-4389,4534,10,public,,24 hours daily,,2026-06-29,,False,0.0,4534,100 Portsmouth Avenue,Kingston,ON,K7L5A6,Front parking lot,-76.52682,44.224583,GPS
232375,CITY EDMUNDSTON PARC DU BERCEAU,888-758-4389,4474,10,public,,24 hours daily,,2026-06-29,,False,0.0,4474,100 Portsmouth Ave,Kingston,ON,K7M 1V6,Parking Structure,-76.528583,44.222531,GPS
232376,BROADSTREET PORTVIEW#3,888-758-4389,4474,10,public,,24 hours daily,,2026-06-29,,False,0.0,4474,100 Portsmouth Ave,Kingston,ON,K7M 1V6,Parking Structure,-76.528583,44.222531,GPS
232377,BROADSTREET GATEWAY#5,888-758-4389,4474,10,public,,24 hours daily,,2026-06-29,,False,0.0,4474,100 Portsmouth Ave,Kingston,ON,K7M 1V6,Parking Structure,-76.528583,44.222531,GPS
232378,BROADSTREET GATEWAY#6,888-758-4389,4474,10,public,,24 hours daily,,2026-06-29,,False,0.0,4474,100 Portsmouth Ave,Kingston,ON,K7M 1V6,Parking Structure,-76.528583,44.222531,GPS
232379,BROADSTREET GATEWAY#7,888-758-4389,4534,10,public,,24 hours daily,,2026-06-29,,False,0.0,4534,100 Portsmouth Avenue,Kingston,ON,K7L5A6,Front parking lot,-76.52682,44.224583,GPS
232380,BROADSTREET GATEWAY#8,888-758-4389,956,9,public,,24 hours daily,,2026-06-29,,False,0.0,956,675 Development Dr,Kingston,ON,K7M 4W6,,-76.569728,44.241246,200-9
232381,MAZDADESSOURCES MAZDA_CT4000,888-758-4389,2859,4,public,,Mon: 7:30am-8:30pm; Tue: 7:30am-8:30pm; Wed: 7:30am-8:30pm; Thu: 7:30am-8:30pm; Fri: 7:30am-8:30pm; Sat: 10:00am-3:30pm,,2026-06-29,,False,0.0,2859,745 Highway 15,Kingston,ON,K7L 5H6,,-76.4596862857055,44.2520151939573,GPS
232382,LVCENTER STATION 1,888-758-4389,2871,4,public,,24 hours daily,,2026-06-29,,False,0.0,2871,85 Ontario St,Kingston,ON,K7L 5V7,,-76.482853,44.226306,200-9
232383,LVCENTER STATION 2,888-758-4389,9179,4,public,,24 hours daily,,2026-06-29,,False,0.0,9179,1060 Old Mill Rd,Kingston,ON,K7M 0J5,,-76.5382486,44.2645261,GPS
232384,LVCENTER STATION 3,888-758-4389,10749,4,public,,24 hours daily,,2026-06-29,,False,0.0,10749,764 Gardiners Rd,Kingston,ON,K7M3X9,,-76.56770325,44.24890137,GPS
232385,COUNTY OF BRUCE BRUCE STATION 1,888-758-4389,4031,2,public,,24 hours daily,,2026-06-29,,False,0.0,4031,2440 Princess Street,Kingston,ON,K7M 3G4,,-76.558355,44.259177,GPS
232389,ELGIN COUNTY BOBIER VILLA,888-758-4389,9350,2,public,,24 hours daily,,2026-06-29,,False,0.0,9350,2440 Princess St,Kingston,ON,K7M 3G4,,-76.558224,44.259026,GPS
232390,ELGIN COUNTY ELGIN MANOR,888-758-4389,1879,2,public,,24 hours daily,,2026-06-29,,False,0.0,1879,1800 John Counter Blvd,Kingston,ON,K7M 7H3,,-76.536083,44.257444,GPS
232391,ELGIN COUNTY TERRACE LODGE,888-758-4389,6602,1,public,,24 hours daily,,2026-06-29,,False,0.0,6602,1930 Seacliff Dr,Kingsville,ON,N9Y 2N1,,-82.6570118535246,42.0408595215737,GPS
232392,ELGIN COUNTY COUNTY ADMIN 2,888-758-4389,10850,2,public,,24 hours daily,,2026-06-29,,False,0.0,10850,224 Main Street East,Kingsville,ON,N9Y 1A6,,-82.731028,42.038722,GPS
232393,ELGIN COUNTY COUNTY ADMIN 1,888-758-4389,6256,2,public,,24 hours daily,,2026-06-29,,False,0.0,6256,12 Main Street,Kingsville,ON,N9Y 1A2,,-82.73889,42.038236,GPS
232394,SEPT-ILES MAZDA CPF-50,888-758-4389,12309,33,public,,24 hours daily,,2026-06-29,,False,0.0,12309,420 Railway St,Kipling,SK,S0G 2S0,,-102.6294796,50.10289747,GPS
232395,ELGIN COUNTY COURT HOUSE,888-758-4389,8806,2,public,,24 hours daily,,2026-06-29,,False,0.0,8806,16900 Trans-Canada Hwy,Kirkland,QC,H9H 4M7,,-73.855139,45.452612,GPS
232396,DUBE MAZDA BORNES DOUBLE,888-758-4389,7504,5,public,,24 hours daily,,2026-06-29,,False,0.0,7504,2939 boul. St-Charles,Kirkland,QC,H9S 3B5,,-73.853361,45.447444,GPS
232397,SGCC HYDE PARK,888-758-4389,14162,2,public,,24 hours daily,,2026-06-29,,False,0.0,14162,16821 Route Transcanadienne,Kirkland,QC,H9H 5J1,,-73.8521417,45.4551799,GPS
232398,SGCC BASE LINE,888-758-4389,4292,10,public,,24 hours daily,,2026-06-29,,False,0.0,4292,16647 Boul Hymus,Kirkland,QC,H9H 4R9,Located in Garage. Not for public use.,-73.842722,45.450682,GPS
232399,HALTE BOUFFE STATION 1,888-758-4389,8102,5,public,,24 hours daily,,2026-06-29,,False,0.0,8102,3009 boul. St-Charles,Kirkland,QC,H9H 3B5,,-73.85447,45.44903,GPS
232400,HALTE BOUFFE STATION 3,888-758-4389,5448,1,public,,24 hours daily,,2026-06-29,,False,0.0,5448,3701-3725 St Charles Blvd,Kirkland,QC,H9H 3S8,,-73.8637395356449,45.459159905325,GPS
232402,HALTE BOUFFE STATION 4,888-758-4389,3124,2,public,,24 hours daily,,2026-06-29,,False,0.0,3124,17100 Hymus,Kirkland,QC,H9J 3Y8,,-73.858019,45.448301,GPS
232403,WHITBY CENTENNIAL - L2,888-758-4389,3123,2,public,,24 hours daily,,2026-06-29,,False,0.0,3123,16950 Hymus,Kirkland,QC,H9H 3W7,,-73.849855,45.449059,GPS
232404,POWERTEC POWERTEC OFFICE,888-758-4389,8207,5,public,,24 hours daily,,2026-06-29,,False,0.0,8207,3801 boul. Saint-Charles,Kirkland,QC,H9H 3C3,,-73.86601333574,45.4614335208964,GPS
232405,WHITBY BCCL - L2,888-758-4389,10573,29,public,,24 hours daily,,2026-06-29,,False,0.0,10573,16647 Boulevard Hymus,Kirkland,QC,H9H 4R9,,-73.8424,45.45046,GPS
232406,RECHARGE 1 STATION 1,888-758-4389,12752,2,public,,24 hours daily,,2026-06-29,,False,0.0,12752,18109 Trans Canada Highway,Kirkland,QC,H9J 3K1,,-73.87768,45.444218,GPS
232407,WHITBY IPSC - L2,888-758-4389,10811,4,public,,24 hours daily,,2026-06-29,,False,0.0,10811,16647 Hymus Blvd,Kirkland,QC,H9H4R9,,-73.84263611,45.45041275,GPS
232411,SR AW VALDOR PA BORNES 2,888-758-4389,11628,14,public,,24 hours daily,,2026-06-29,,False,0.0,11628,140 Government Rd E,Kirkland Lake,ON,P2N 3L8,,-80.018665,48.15809,GPS
232412,SLC KINGSTON 5,888-758-4389,959,9,public,,24 hours daily,,2026-06-29,,False,0.0,959,2899 King St E,Kitchener,ON,N2A 1A6,,-80.436691,43.42914,200-9
232415,PERTH-ANDOVER EV OFFICE,888-758-4389,1360,2,public,,24 hours daily,,2026-06-29,,False,0.0,1360,425 Bingemans Centre Drive,Kitchener,ON,N2B 3X7,,-80.452244,43.475271,GPS
232416,WOHS BCH OSLER 5,888-758-4389,1360,2,public,,24 hours daily,,2026-06-29,,False,0.0,1360,425 Bingemans Centre Drive,Kitchener,ON,N2B 3X7,,-80.452244,43.475271,GPS
232417,WOHS BCH OLSER 7,888-758-4389,1867,2,public,,24 hours daily,,2026-06-29,,False,0.0,1867,137 Glasgow Street,Kitchener,ON,N2G 4X8,,-80.51226,43.450672,GPS
232418,WOHS BCH OLSER 6,888-758-4389,15376,15,public,,24 hours daily,,2026-06-29,,False,0.0,15376,1445 Victoria St N,Kitchener,ON,N2B 3E4,,-80.44196,43.47107,200-8
232419,WOHS BCH OSLER 3,888-758-4389,1817,2,public,,24 hours daily,,2026-06-29,,False,0.0,1817,299 Doon Valley Drive,Kitchener,ON,N2G 4M4,,-80.405946,43.391623,GPS
232420,WOHS BCH OSLER 2,888-758-4389,12890,10,public,,24 hours daily,,2026-06-29,,False,0.0,12890,3065 King St E,Kitchener,ON,N2A 1B1,,-80.431324,43.426082,GPS
232421,WOHS BCH OSLER 4,888-758-4389,12890,10,public,,24 hours daily,,2026-06-29,,False,0.0,12890,3065 King St E,Kitchener,ON,N2A 1B1,,-80.431324,43.426082,GPS
232422,WOHS BCH OLSER 1,888-758-4389,5450,1,public,,24 hours daily,,2026-06-29,,False,0.0,5450,32 Dill St,Kitchener,ON,N2G 1L1,,-80.500569,43.44451,GPS
232423,PARK PLACE PARK PLACE 4,888-758-4389,5043,1,public,,24 hours daily,,2026-06-29,,False,0.0,5043,270 Strasburg Rd,Kitchener,ON,N2E 3M6,Front Parking,-80.48893,43.423584,GPS
232424,PARK PLACE PARK PLACE 3,888-758-4389,5280,1,public,,24 hours daily,,2026-06-29,,False,0.0,5280,131 Goodrich Dr,Kitchener,ON,N2C 2E8,,-80.437897,43.414629,GPS
232425,PARK PLACE PARK PLACE 2,888-758-4389,5280,1,public,,24 hours daily,,2026-06-29,,False,0.0,5280,131 Goodrich Dr,Kitchener,ON,N2C 2E8,,-80.437897,43.414629,GPS
232426,PARK PLACE PARK PLACE DC 1,888-758-4389,960,16,public,,24 hours daily,,2026-06-29,,False,0.0,960,2960 King St E,Kitchener,ON,N2A 1A9,,-80.433222,43.429393,200-9
232427,TOL CIVIC NEWSTF1,888-758-4389,5847,10,public,,Mon: 6:00am-6:00pm; Tue: 6:00am-6:00pm; Wed: 6:00am-6:00pm; Thu: 6:00am-6:00pm; Fri: 6:00am-6:00pm,,2026-06-29,,False,0.0,5847,125 King St E,Kitchener,ON,N2G 2K8,,-80.487479,43.448654,GPS
232428,TOL CIVIC NEWSTF2,888-758-4389,5846,10,public,,Mon: 6:00am-6:00pm; Tue: 6:00am-6:00pm; Wed: 6:00am-6:00pm; Thu: 6:00am-6:00pm; Fri: 6:00am-6:00pm,,2026-06-29,,False,0.0,5846,105 King St E,Kitchener,ON,N2G 2K8,,-80.4875,43.448654,GPS
232429,TOL CIVIC NEWSTF3,888-758-4389,5451,1,public,,Mon: 6:00am-6:00pm; Tue: 6:00am-6:00pm; Wed: 6:00am-6:00pm; Thu: 6:00am-6:00pm; Fri: 6:00am-6:00pm,,2026-06-29,,False,0.0,5451,801 Webber St E,Kitchener,ON,N2H 1H5,,-80.4601054882417,43.4385962377663,GPS
232430,CHATEAUNEUF BORNES 1,888-758-4389,13158,1,public,,24 hours daily,,2026-06-29,,False,0.0,13158,26 Manitou Dr,Kitchener,ON,N2C 1L1,,-80.450726,50.3041,GPS
232431,CHATEAUNEUF BORNES 2,888-758-4389,5452,1,public,,24 hours daily,,2026-06-29,,False,0.0,5452,655 Fairway Rd S,Kitchener,ON,N2C 1X4,,-80.4485584002223,43.4191264220507,GPS
232432,MILTONVALE PARK MILTON HALL,888-758-4389,2237,10,public,,24 hours daily,,2026-06-29,,False,0.0,2237,137 Glasgow St,Kitchener,ON,N2G 4X8,In front of CrossChasm sign,-80.512186,43.450632,GPS
232433,RECHARGECO CARAQUET 02,888-758-4389,1356,2,public,,24 hours daily,,2026-06-29,,False,0.0,1356,2905 King St E,Kitchener,ON,N2A 1A6,,-80.435596,43.429016,GPS
232434,NRHOME HARDWARE NORTHRUSTICOHH,888-758-4389,1355,2,public,,24 hours daily,,2026-06-29,,False,0.0,1355,2960 Kingsway Dr,Kitchener,ON,N2C 1X1,,-80.439443,43.425241,GPS
232435,CFM PEI CAVENDSHFLEAMKT,888-758-4389,958,9,public,,24 hours daily,,2026-06-29,,False,0.0,958,1458 Weber St E,Kitchener,ON,N2A 2Y5,,-80.438145,43.431633,200-9
232436,ALBERTON ALBERTONCHARGER,888-758-4389,2237,14,public,,24 hours daily,,2026-06-29,,False,0.0,2237,137 Glasgow St,Kitchener,ON,N2G 4X8,In front of CrossChasm sign,-80.512186,43.450632,GPS
232437,STRATFORD EV STRATFORDTWNHLL,888-758-4389,11966,10,public,,24 hours daily,,2026-06-29,,False,0.0,11966,51 King St W,Kitchener,ON,N2H 5G5,,-80.5005043435859,43.4537658941899,GPS
232438,STRATFORD EV TOWNOFSTRATFORD,888-758-4389,12608,1,public,,24 hours daily,,2026-06-29,,False,0.0,12608,750 Westmount Rd E,Kitchener,ON,N2E 2V9,,-80.5008636,43.4175013,GPS
232439,STRATFORD EV STRATFORD EMS,888-758-4389,11946,2,public,,24 hours daily,,2026-06-29,,False,0.0,11946,88 Shoemaker Street Unit #3,Kitchener,ON,N2E 3G4,,-80.471444,43.40699,GPS
232440,CHARLOTTETOWN CHTOWN LIBRARY,888-758-4389,2059,2,public,,24 hours daily,,2026-06-29,,False,0.0,2059,6725 BC-3,Kitchener,BC,V0B 1W1,,-116.265736,49.162232,GPS
232441,CHARLOTTETOWN CHTOWNPROVHOUSE,888-758-4389,1165,10,public,,24 hours daily,,2026-06-29,,False,0.0,1165,33 Ontario St N,Kitchener,ON,N2H,P2 by The Museum Entrance,-80.489409,43.450815,GPS
232442,CHARLOTTETOWN CODYBANKSARENA,888-758-4389,2277,10,public,,24 hours daily,,2026-06-29,,False,0.0,2277,4 Charles Street East,Kitchener,ON,N2G,"Charles & Benton Garage, Entry from Charles Street, Level P!",-80.488598,43.448557,GPS
232443,CHARLOTTETOWN SIMMONS ARENA,888-758-4389,1164,10,public,,24 hours daily,,2026-06-29,,False,0.0,1164,200 King St W,Kitchener,ON,N2G 4V6,P1 level underground parking,-80.492581,43.451718,GPS
232444,CHARLOTTETOWN CADCPARKINGLOT,888-758-4389,15213,10,public,,24 hours daily,,2026-06-29,,False,0.0,15213,200 King St. W,Kitchener,ON,N2G 4V6,Floor label- p-2,-80.492499,43.451608,GPS
232445,CHARLOTTETOWN WESTROYALTYCOMM,888-758-4389,3502,10,public,,24 hours daily,,2026-06-29,,False,0.0,3502,74 Queen St N,Kitchener,ON,N2H 2H3,,-80.485223,43.453242,GPS
232446,CHARLOTTETOWN HILLSBOROUGH,888-758-4389,3502,10,public,,24 hours daily,,2026-06-29,,False,0.0,3502,74 Queen St N,Kitchener,ON,N2H 2H3,,-80.485223,43.453242,GPS
232447,CORNWALL EV CORNWALLTOWNHLL,888-758-4389,5043,10,public,,24 hours daily,,2026-06-29,,False,0.0,5043,270 Strasburg Rd,Kitchener,ON,N2E 3M6,Front Parking,-80.48893,43.423584,GPS
232448,CORNWALL EV CORNWALLCURLING,888-758-4389,3474,10,public,,24 hours daily,,2026-06-29,,False,0.0,3474,44 Francis St S,Kitchener,ON,N2G 2A2,,-80.497499,43.450498,GPS
232449,CORNWALL EV NRIVERFIREHALL,888-758-4389,3466,10,public,,24 hours daily,,2026-06-29,,False,0.0,3466,300 King St E,Kitchener,ON,N2H 2V5,,-80.483663,43.448027,GPS
232450,CORNWALL EV TERRYFOXCOMPLEX,888-758-4389,5280,10,public,,24 hours daily,,2026-06-29,,False,0.0,5280,131 Goodrich Dr,Kitchener,ON,N2C 2E8,,-80.437897,43.414629,GPS
232451,MORELL MORELL WELCOME,888-758-4389,5280,10,public,,24 hours daily,,2026-06-29,,False,0.0,5280,131 Goodrich Dr,Kitchener,ON,N2C 2E8,,-80.437897,43.414629,GPS
232452,ST. PETERS STPETERS CENTRE,888-758-4389,13068,10,public,,24 hours daily,,2026-06-29,,False,0.0,13068,100 Rosenberg Way,Kitchener,ON,N2R 0T2,Back Corner of Parking Lot,-80.498975,43.395989,GPS
232453,THREE RIVERS GEORGETOWN PLAY,888-758-4389,3464,10,public,,24 hours daily,,2026-06-29,,False,0.0,3464,1963 Eugene George Way,Kitchener,ON,N2H 1Z6,,-80.467113,43.447119,GPS
232454,THREE RIVERS CARDIGANPARKLOT,888-758-4389,3464,10,public,,24 hours daily,,2026-06-29,,False,0.0,3464,1963 Eugene George Way,Kitchener,ON,N2H 1Z6,,-80.467113,43.447119,GPS
232455,GUILLEVIN INT GUILLE,888-758-4389,11666,6,public,,24 hours daily,,2026-06-29,,False,0.0,11666,1400 Ottawa St S,Kitchener,ON,N2E 4E2,,-80.51637,43.415985,GPS
232456,GHD CONSULTANT STATION 1,888-758-4389,2121,6,public,,24 hours daily,,2026-06-29,,False,0.0,2121,663 Victoria Street North,Kitchener,ON,N2H 5G3,,-80.472262,43.461153,GPS
232457,GHD CONSULTANT STATION 2,888-758-4389,12172,10,public,,24 hours daily,,2026-06-29,,False,0.0,12172,125 Centennial Road,Kitchener,ON,N2B 3E9,,-80.429633,43.474574,GPS
232458,RECHARGECO TROISRIVIÈRES02,888-758-4389,13358,10,public,,24 hours daily,,2026-06-29,,False,0.0,13358,125 Centennial Rd,Kitchener,ON,N2B 3E9,,-80.42956,43.474606,GPS
232459,RECHARGECO TROISRIVIÈRES01,888-758-4389,13358,10,public,,24 hours daily,,2026-06-29,,False,0.0,13358,125 Centennial Rd,Kitchener,ON,N2B 3E9,,-80.42956,43.474606,GPS
232460,YR CS EVC 25,888-758-4389,12172,10,public,,24 hours daily,,2026-06-29,,False,0.0,12172,125 Centennial Road,Kitchener,ON,N2B 3E9,,-80.429633,43.474574,GPS
232461,YR CS EVC 24,888-758-4389,12172,10,public,,24 hours daily,,2026-06-29,,False,0.0,12172,125 Centennial Road,Kitchener,ON,N2B 3E9,,-80.429633,43.474574,GPS
232462,YR CS EVC 22,888-758-4389,2429,9,public,,24 hours daily,,2026-06-29,,False,0.0,2429,148 Manitou Dr,Kitchener,ON,N2C 1L3,,-80.448347,43.410774,200-9
232463,YR CS EVC 23,888-758-4389,1181,10,public,,24 hours daily,,2026-06-29,,False,0.0,1181,25 Water St S,Kitchener,ON,N2G 4Z4,Parking,-80.494919,43.449603,GPS
232466,WHITBY OPS STAFF - L2,888-758-4389,1181,10,public,,24 hours daily,,2026-06-29,,False,0.0,1181,25 Water St S,Kitchener,ON,N2G 4Z4,Parking,-80.494919,43.449603,GPS
232467,WHITBY WTH - L2 #1,888-758-4389,3447,2,public,,24 hours daily,,2026-06-29,,False,0.0,3447,1270 Fischer-Hallman Rd,Kitchener,ON,N2E 3X7,,-80.495624,43.400223,GPS
232469,AFMNB - SSÉ AFMNB 1,888-758-4389,3114,2,public,,24 hours daily,,2026-06-29,,False,0.0,3114,54 Bridge Street West,Kitchener,ON,N2K 0G4,,-80.485066,43.48391,GPS
232470,WOHS PMC OSLER 1,888-758-4389,12560,1,public,,24 hours daily,,2026-06-29,,False,0.0,12560,59 Weber St,Kitchener,ON,N2H 1C6,,-80.48439,43.45048,GPS
232471,WOHS PMC OSLER 4,888-758-4389,12562,1,public,,24 hours daily,,2026-06-29,,False,0.0,12562,675 Queen St S,Kitchener,ON,N2M 1A1,,-80.49601,43.44317,GPS
232472,WOHS PMC OSLER 5,888-758-4389,960,9,public,,24 hours daily,,2026-06-29,,False,0.0,960,2960 King St E,Kitchener,ON,N2A 1A9,,-80.433222,43.429393,200-9
232473,WOHS PMC OSLER 3,888-758-4389,11607,14,public,,24 hours daily,,2026-06-29,,False,0.0,11607,1225 Courtland Ave E,Kitchener,ON,N2C 2N8,,-80.457927,43.420469,GPS
232474,WOHS PMC OSLER 7,888-758-4389,11593,14,public,,24 hours daily,,2026-06-29,,False,0.0,11593,2385 Shirley Dr,Kitchener,ON,N2B 3X4,,-80.427414,43.478188,GPS
232475,WOHS PMC OSLER 2,888-758-4389,8878,17,public,,24 hours daily,,2026-06-29,,False,0.0,8878,750 Waterloo Regional Rd 4,Kitchener,ON,N2E 1B6,,-80.48717127,43.42411557,GPS
232479,TGO TGO 02,888-758-4389,2827,4,public,,24 hours daily,,2026-06-29,,False,0.0,2827,1005 Ottawa St N,Kitchener,ON,N2A 1H2,,-80.4446135436553,43.4493750061366,GPS
232480,HARDEN RIGAUD,888-758-4389,6194,4,public,,24 hours daily,,2026-06-29,,False,0.0,6194,801 Weber St E,Kitchener,ON,N2H 1H5,,-80.4600582,43.4383752,GPS
232482,CITY EDMUNDSTON CITY HALL,888-758-4389,5452,4,public,,24 hours daily,,2026-06-29,,False,0.0,5452,655 Fairway Rd S,Kitchener,ON,N2C 1X4,,-80.4485584002223,43.4191264220507,GPS
232483,TWP OF WILMOT STATION 3,888-758-4389,10709,4,public,,24 hours daily,,2026-06-29,,False,0.0,10709,388 King St E,Kitchener,ON,N2G 2L5,,-80.48269653,43.44720078,GPS
