Location_ID (PK),Street_Address,City ,State,ZIP,Intersection_Direction,Longitude,Latitude,Geocode_status
1021,7 Lower Simcoe St,Toronto,ON,M5V 1Z2,,-79.382062,43.640202,GPS
1022,875 Morningside Ave,Toronto,ON,M1C 0C7,,-79.194757,43.791559,200-9
1023,4178 County Rd 507,Trent Lakes,ON,K0L 1J0,,-78.348153,44.756385,200-8
1024,9550 Pine Valley Dr,Vaughan,ON,L4L 1A6,,-79.592936,43.832547,GPS
1025,3955 Cherry Ave,Vineland,ON,L0R 2C0,,-79.411836,43.151507,200-9
1026,110 Erb St W,Waterloo,ON,N2L 0C6,,-80.528903,43.463396,200-9
1027,425 King St N,Waterloo,ON,N2J 2Z5,,-80.527654,43.486626,200-8
1028,50 Benjamin Rd E,Waterloo,ON,N2V 2J9,,-80.555474,43.50647,200-8
1029,139 Galeairy Lake Rd,Whitney,ON,K0J 2M0,,-78.244608,45.489634,200-8
1030,811 Athlone Ave,Woodstock,ON,N4V 0B6,,-80.743878,43.112684,200-9
1031,18 Queen St,Charlottetown,PE,C1A 4A1,,-63.124103,46.231934,200-9
1032,33 Brook St,Montague,PE,C0A 1R0,,-62.644562,46.16727,200-9
1033,1255 Boul Duplessis,Ancienne-Lorette,QC,G2G 2B4,,-71.353963,46.788196,GPS
1034,24 Chemin Cap-Aux-Corbeaux Nord,Baie-St.-Paul,QC,G3Z 1A7,,-70.469809,47.440215,200-9
1035,50 Rue de la Ferme,Baie-St.-Paul,QC,G3Z 0G2,,-70.505087,47.435815,200-9
1036,500 Boulevard du Beau Pre,Beaupre,QC,G0A 1E0,,-70.905812,47.073952,200-8
1037,1295 Ave Nicolas-Perrot,Becancour,QC,G9H 1A1,,-72.436362,46.348685,200-9
1038,1700 Ave Descôteaux,Bécancour,QC,G9H 1W2,,-72.537628,46.291713,GPS
1039,17575 Boul Becancour,Becancour,QC,G9H 1A5,,-72.542795,46.301222,GPS
1040,1940 Boulevard Becancour,Becancour,QC,G9H 3V4,,-72.273695,46.40343,GPS
1041,4850 Ave Fardel,Bécancour,QC,G9H 1V7,,-72.505218,46.271443,200-8
1042,4810 Rue Fardel,Bécancour,QC,G9H 1V6,,-72.506015,46.272605,GPS
1043,1228 Rue Nobel,Boucherville,QC,J4B 5H1,,-73.442253,45.568869,200-9
1044,90 rue Stanstead,Bromont,QC,J2L 1K6,,-72.63798,45.304932,200-9
1045,6500 Boulevard Rome,Brossard,QC,J4Y 0B6,,-73.439611,45.440602,200-9
1046,7365 Boulevard Marie-Victorin,Brossard,QC,J4W 1A6,,-73.4919,45.462696,200-9
1047,1000 Rue Child,Coaticook,QC,J1A 2S5,,-71.800846,45.157006,200-9
1048,434 Chemin Plouffe,Cowansville,QC,J2K 3G6,,-72.787675,45.200183,200-9
1049,1046 rue Bruce,Dunham,QC,J0E 1M0,,-72.856095,45.109832,200-9
1050,1086 Bruce,Dunham,QC,J0E 1M0,,-72.859302,45.109722,GPS
1051,3809 Rue Principale,Dunham,QC,J0E 1M0,,-72.800473,45.130539,200-9
1052,4921 Principale,Dunham,QC,J0E 1M0,,-72.810317,45.098811,GPS
1053,39 Boul Fridolin Simard,Esterel,QC,J0T 1E0,,-74.027193,46.036299,GPS
1054,35 QC-148,Fort-Coulonge,QC,J0X 1V0,,-76.703574,45.838361,200-8
1055,255 Denison St E,Granby,QC,J2H 2R4,,-72.70771,45.394521,GPS
1056,389 Route 202,Hemmingford,QC,J0L 1H0,,-73.609994,45.047637,200-9
1057,591 Chemin Knowlton,Knowlton,QC,J0E 1V0,,-72.54092,45.211934,GPS
1058,1021 boulevard du Lac,Lac Beauport,QC,G3B 0X1,,-71.309059,46.937564,200-9
1059,1415 Route 277,Lac-Etchemin,QC,G0R 1S0,,-70.495775,46.395982,200-9
1060,2900 Boulevard le Carrefour,Laval,QC,H7T 2K9,,-73.74622,45.569033,200-8
1061,379 Cure-Labelle,Laval,QC,H7L 3A3,,-73.787516,45.592781,GPS
1062,1055 Rue St-Laurent Ouest,Longueuil,QC,J4K 1E1,,-73.514749,45.524306,200-9
1063,85 Rue Principale Nord,Maniwaki,QC,J9E 2B7,,-75.983531,46.38203,200-9
1064,1550 Avenue Du Phare Ouest,Matane,QC,G4W 3M6,,-67.572325,48.835541,200-9
1065,17605 rue Charles,Mirabel,QC,J7J 0L6,,-73.934517,45.695322,200-9
1066,200 Chemin des Saisons,Mont-Tremblant,QC,J8E 1G1,,-74.596782,46.206894,200-9
1067,2396 Rue Labelle,Mont Tremblant,QC,J8E 1T8,,-74.597173,46.172971,200-9
1068,3004 Chemin de la Chapelle,Mont-Tremblant,QC,J8E 1E1,,-74.588105,46.212576,200-9
1069,3045 Chemin de la Chapelle,Mont-Tremblant,QC,J8E 1E1,,-74.585236,46.214673,200-9
1070,860 Lalonde,Mont-Tremblant,QC,J8E 1A1,,-74.592576,46.115902,GPS
1071,392 Rue Notre Dame,Montebello,QC,J0V 1L0,,-74.950333,45.645914,200-8
1072,10 Sherbrooke Ouest,Montreal,QC,H2X 4C9,,-73.569565,45.512413,GPS
1073,1155 Sherbrooke Ouest,Montreal,QC,H3A 2N3,,-73.577923,45.501572,GPS
1074,120 Peel St,Montreal,QC,H3C 0L8,,-73.557046,45.492805,GPS
1075,1228 Sherbrooke St W,Montreal,QC,H3G 1H6,,-73.578476,45.499921,GPS
1076,1440 Drummond St,Montreal,QC,H3G 1V9,,-73.575765,45.499121,GPS
1077,1740 Boul Rene-Levesque O,Montreal,QC,H3H 1R3,,-73.576196,45.492483,200-9
1078,1909 avenue des Canadiens-de-Montreal,Montreal,QC,H3C 5L2,,-73.569478,45.49603,GPS
1079,2050 Rue Mansfield,Montreal,QC,H3A 1Y9,,-73.574251,45.502638,200-9
1080,414 Saint-Sulpice,Montreal,QC,H2Y 2V5,,-73.555039,45.504336,200-8
1081,445 Rue Saint Jean Baptiste,Montreal,QC,H2Y 2Z7,,-73.554385,45.506477,200-9
1082,638 Cathcart,Montreal,QC,H3B 3A7,,-73.568725,45.502982,GPS
1083,7000 Place Robert Joncas,Montreal,QC,H4M 2Z5,,-73.69994,45.493146,200-8
1084,7301 Henri Bourassa Est,Montreal,QC,H1E 2Z6,,-73.594169,45.617271,GPS
1085,735 William,Montreal,QC,H3C 1N8,,-73.558219,45.497977,GPS
1086,114 Ave Dresden,Mont-Royal,QC,H3P 2B6,,-73.630112,45.516233,200-9
1087,118 Rue de la Gare,Napierville,QC,J0J 1L0,,-73.407642,45.187538,200-8
1088,575 rue Hovey,North Hatley,QC,J0B 2C0,,-71.995409,45.263853,200-9
1089,532 Route du Fleuve,Notre-Dame-du-Portage,QC,G0L 1Y0,,-69.609635,47.768469,200-8
1090,44 avenue de l'Auberge,Orford,QC,J1X 6J3,,-72.16332,45.306624,200-9
1091,"548 Route 202, C.P. 93",Pike River,QC,J0J 1P0,,-73.068508,45.121776,200-9
1092,4 Boul Perron Ouest,Pointe-a-la-Croix,QC,G0C 1L0,,-66.705124,48.0325,200-9
1093,126 Rue Saint Pierre,Quebec,QC,G1K 4A8,,-71.203431,46.816236,200-9
1094,3710 Ste-Anne Blvd,Québec,QC,G1E 3M3,,-71.186048,46.855618,GPS
1095,1200 Germain-des-Pres Ave,Quebec City,QC,G1V 3M7,,-71.287055,46.768882,GPS
1096,1240 Autoroute Duplessis,Quebec CIty,QC,G2G 2B5,,-71.353434,46.787165,200-9
1097,395 Couronne St,Quebec City,QC,G1K 7X4,,-71.224206,46.814631,GPS
1098,3630 rue Queen,Rawdon,QC,J0K 1S0,,-73.706638,46.042271,200-8
1099,3647 rue Queen,Rawdon,QC,J0K 1S0,,-73.707366,46.042448,200-8
1100,155 Boul Rene-Lepage Est,Rimouski,QC,G5L 1P2,,-68.52332,48.455655,200-9
1101,202 Rue Fraser,Rivere-du-Loup,QC,G5R 4C3,,-69.558502,47.82477,200-9
1102,171 rue Fraser,Riviere-du-Loup,QC,G5R 1E2,,-69.553042,47.828752,200-9
1103,185 Rue Fraser,Riviere-du-Loup,QC,G5R 1E2,,-69.555475,47.826939,200-9
1104,1250 Johnson Ouest,Saint-Hyacinthe,QC,J2S 7K7,,-72.968873,45.639865,GPS
1105,150 rue Baillargeon,St.-Adelphe,QC,G0X 2G0,,-72.43188,46.734465,200-9
1106,10 Rue Saint Pierre,St.-Alexis-des-Monts,QC,J0K 1V0,,-73.142862,46.462817,200-8
1107,500 Chemin du Lac a l'Eau Claire,St.-Alexis-des-Monts,QC,J0K 1V0,,-73.088283,46.544334,200-8
1108,501 Rue Val Saint-Come,Saint-Come,QC,J0K 2B0,,-73.869542,46.272513,200-8
1109,1474 Chemin Chantecler,Sainte-Adele,QC,J8B 1A2,,-74.14673,45.950147,200-9
1110,1699 ch du Mont-Gabriel,Sainte-Adele,QC,J8B 1A5,,-74.159141,45.918861,200-9
1111,680 rue Principale,Sainte-Agathe-des-Monts,QC,J8C 1L3,,-74.271063,46.044646,200-9
1112,185 Rue Principale,Sainte-Anne-de-la-Perade,QC,G0X 2J0,,-72.210311,46.568566,200-9
1113,2550 Eugene Marsan,Sainte-Julienne,QC,J0K 2T0,,-73.709999,45.96306,GPS
1114,52 Chemin des Loisirs,Saint-Elie-de-Caxton,QC,G0X 2N0,,-72.959026,46.487565,200-9
1115,570 Rue Dubois,Saint-Eustache,QC,J7P 0B3,,-73.882885,45.581242,200-9
1116,255-8 Rue de Martigny W,Saint-Jerome,QC,J7Y 2G4,,-74.015872,45.778604,200-9
1117,101 21e Ave,Saint-Lin - Laurentides,QC,J5M 2Y4,,-73.7579,45.861585,200-9
1118,290 Rue Richelieu,Saint-Marc-sur-Richelieu,QC,J0L 2E0,,-73.206113,45.648162,200-9
1119,246 chemin du Lac-Millette,Saint-Sauveur,QC,J0R 1R3,,-74.152924,45.890056,200-9
1120,593 QC-138,Saint-Tite-des-Caps,QC,G0A 4J0,,-70.736123,47.190028,200-8
1121,108 Rue Commerciale,Saint-Victor,QC,G0M 2B0,,-70.905868,46.146722,200-9
1122,265 Drouin,Scott,QC,G0S 3G0,,-71.055195,46.506793,GPS
1123,666 Boulevard Laure,Sept-Iles,QC,G4R 1X9,,-66.380342,50.217648,200-9
1124,1250 Avenue de la Station,Shawinigan,QC,G9N 1W8,,-72.749241,46.54613,200-9
1125,1450 5e Ave,Shawinigan-Sud,QC,G9P 1M3,,-72.750343,46.523121,200-8
1126,1920 12th Ave N,Sherbrooke,QC,J1E 4J6,,-71.867768,45.431396,200-9
1127,165 Chemin Sainte-Anne,Sorel,QC,J3P 6J7,,-73.090473,46.048847,200-9
1128,11450 90 E Rue,St Georges,QC,G5Y 5C4,,-70.608892,46.193173,200-9
1129,1171 chemin St-Henri,Ste-Marthe,QC,J0P 1W0,,-74.334031,45.428841,GPS
1130,2025 Rue de l'aeroport,St-Mathieu de Beloeil,QC,J3G 0C9,,-73.234393,45.586509,200-9
1131,2774 Boulevard Guillaume Couture,St-Romuald,QC,G6W 7Y1,,-71.216618,46.762416,200-9
1132,257 Rang Saint-Francois,St-Severe,QC,G0X 3B0,,-72.929968,46.38054,GPS
1133,1 Pleasant,Sutton,QC,J0E 2K0,,-72.614702,45.107036,GPS
1134,11 Rue Principale N,Sutton,QC,J0E 2K0,,-72.615323,45.106078,200-8
1135,671 rue Maple,Sutton,QC,J0E 2K0,,-72.56184,45.104728,200-9
1136,2935 boul de la piniere,Terrebonne,QC,J6X 0A3,,-73.694438,45.721094,200-9
1137,3737 chemin Martin,Terrebonne,QC,J6X 0B2,,-73.720322,45.74431,200-8
1138,3965 rue Bellefeuille,Trois-Rivieres,QC,G9A 6K8,,-72.564412,46.328891,200-9
1139,975 Rue Hart,Trois-Rivieres,QC,G9A 4S3,,-72.540999,46.344292,200-9
1140,21700 Trans-Canada Hwy,Vaudreuil-Dorion,QC,J7V 8P3,,-74.012078,45.416196,GPS
1141,128 QC-139,West Brome,QC,J0E 2P0,,-72.663651,45.179885,200-8
1142,310 College Dr,Caronport,SK,S0H0S0,,-105.813622,50.453849,200-8
1143,198 Bay Ave N,Fort Qu'Appelle,SK,S0G 1S0,,-103.797893,50.768141,GPS
1144,1975 Broad St,Regina,SK,S4P 1Y2,,-104.605546,50.448075,200-9
1145,777 Albert St,Regina,SK,S4R 1A5,,-104.617159,50.46585,200-9
1146,7 Ave,Shaunavon,SK,S0N 2M0,,-108.4147,49.65189811,GPS
1147,451 Mt Edward Rd,Charlottetown,PE,C1E 2A1,,-63.14804,46.381559,GPS
1148,1837 Main St,Moncton,NB,E1E 1H6,Showroom,-64.801913,46.076731,GPS
1149,3170 Harvester Rd,Burlington,ON,L7N 3W8,Parking Lot,-79.795836,43.35409,GPS
1150,5941 ON-89,Harriston,ON,N0G 1Z0,EV located in front of Municipal office,-80.865021,43.932615,GPS
1151,1621 King George Hwy,Miramichi,NB,E1V 5L6,Near main front door entrance,-65.535563,47.021038,GPS
1152,1066 W Hastings St,Vancouver,BC,V6E 3X1,Charger is on P2,-123.118979,49.287563,GPS
1153,1600-1066 W Hastings St,Vancouver,BC,V6E 3X1,P1 Charger,-123.118988,49.287577,GPS
1154,988 W Broadway,Vancouver,BC,V5Z 1K7,P2 - Stall 112/113 - behind secured parking gate,-123.126195,49.263123,GPS
1155,755 Academy Way,Kelowna,BC,V1V 3A4,,-119.399534,49.931657,GPS
1156,111 George street,Harriston,ON,N0G 1Z0,Located by main entrance,-80.86554,43.912847,GPS
1157,164 William St,Palmerston,ON,N0G 2P0,Located by water tower,-80.848854,43.831786,GPS
1158,1105 Clay Ave,Burlington,ON,L7L 6B9,Parking Lot,-79.773143,43.389221,GPS
1159,5680 Parkwood Crescent,Richmond,BC,V6V 0B5,Floor 1,-123.075284,49.173708,GPS
1160,7405 Cottonwood St,Pemberton,BC,V0N 2L1,Community Center parking lot,-122.800927,50.319485,GPS
1161,310 Juliana drive,Woodstock,ON,N4V 0A4,Employee parking lot,-80.752722,43.107987,GPS
1162,333 Athlone Ave,Woodstock,ON,N4V 0B8,Located by side entrance,-80.755398,43.105503,GPS
1163,310 Juliana drive,Woodstock,ON,N4V 04A,Employee parking lot,-80.752548,43.107669,GPS
1164,200 King St W,Kitchener,ON,N2G 4V6,P1 level underground parking,-80.492581,43.451718,GPS
1165,33 Ontario St N,Kitchener,ON,N2H,P2 by The Museum Entrance,-80.489409,43.450815,GPS
1166,4100 Arseneault,Bécancour,QC,G9H 1L2,,-72.506608,46.273727,GPS
1167,9205 Rue Henri-Piché,Mirabel,QC,J7N 0Z3,,-74.092259,45.703136,GPS
1168,512 Avenue Béthany,Lachute,QC,J8H 4H5,Sur le coté du resto Benny&co,-74.327311,45.637286,GPS
1169,230 Boulevard Saint-Jean-Baptiste,Mercier,QC,J6R 2B8,,-73.728356,45.337459,GPS
1170,4841 Yonge St,Toronto,ON,M2N 5X2,,-79.410221,43.762396,GPS
1171,507 W Broadway,Vancouver,BC,V5Z 1E6,,-123.115475,49.263535,GPS
1172,19 Housey St,Toronto,ON,M5V 2P1,P1 level of 80 Queens Wharf,-79.399847,43.638203,GPS
1173,1035 Shawnigan Lake-Mill Bay Rd,Mill Bay,BC,V0R 2P2,,-123.573258,48.658013,GPS
1174,309 S. Shore Rd.,Youbou,BC,V0R 3E1,,-124.062536,48.8183,GPS
1175,North Service Place,Richmond,BC,V7B 1L8,,-123.161495,49.194597,GPS
1176,100 W 49th Ave,Vancouver,BC,V5Y 2Z6,P1 parking,-123.110279,49.224377,GPS
1177,Mahogany Gardens SE,Calgary,AB,T3M 0X6,,-113.935449,50.896737,GPS
1178,2220 Mahogany Blvd,Calgary,AB,T3M 0T2,,-113.935614,50.897129,GPS
1179,2645 Dollarton Hwy,North Vancouver,BC,V7H,,-123.001666,49.307453,GPS
1180,2687 James St,Duncan,BC,V9L 2X5,,-123.703303,48.782952,GPS
1181,25 Water St S,Kitchener,ON,N2G 4Z4,Parking,-80.494919,43.449603,GPS
1182,E Ring Rd,Guelph,ON,N1G 2W1,Parking Lot P15,-80.22066083,43.53440988,GPS
1183,College Ave,Guelph,ON,N1G 2W1,Parking Lot P48,-80.22741566,43.53396774,GPS
1184,117 College Ave E,Guelph,ON,N1G 2W1,Parking Lot P49,-80.22766906,43.53432939,GPS
1185,1750 Finch Avenue East,Toronto,ON,M2J2X5,East of CITE building - Lot 10,-79.347042,43.79512,GPS
1186,3384 Parking Lot 6a,Abbotsford,BC,V2S 7M7,,-122.285225,49.029416,GPS
1187,1150 Nairn Ave,Winnipeg,MB,R2L 0Y5,,-97.0771319,49.8979421,GPS
1188,3939 E Quance Gate,Regina,SK,S4V 3A4,,-104.5292283,50.4462486,GPS
1189,5935 Airport Rd,Mississauga,ON,L4V 1W5,,-79.609669,43.687909,GPS
1190,4601 Canada Way,Burnaby,BC,V5G 4X8,,-122.994497,49.255056,GPS
1191,4407 2 St,Peachland,BC,V0H 1X7,Beside the Legion.,-119.737313,49.77351,GPS
1192,55 City Centre Dr,Mississauga,ON,L5B 1M3,,-79.63799,43.593739,GPS
1193,33 City Centre Dr,Mississauga,ON,L5B 2N5,Station is located in garage,-79.639036,43.594853,GPS
1194,77 City Centre Dr,Mississauga,ON,L5B 1M5,Station located in garage,-79.638198,43.592186,GPS
1195,563 Dundas St E,Toronto,ON,M5A 2B7,,-79.361692,43.660079,GPS
1196,27 Widmer St,Toronto,ON,M5V 2E8,Public Parking,-79.390922,43.646983,GPS
1197,1 Cole St,Toronto,ON,M5A 4M2,,-79.365864,43.660024,GPS
1198,160 Elgin,Ottawa,ON,K2P 2C4,,-75.693708,45.419591,GPS
1199,14935 Victoria ave,White Rock,BC,V4B 1G2,"PAY PARKING IN EFFECT 10;00 am to midnight, 7 days a week",-122.808276,49.022783,GPS
1200,14946 Victoria Ave,White Rock,BC,V4B 1G2,"PAY PARKING IN EFFECT 10;00 am to midnight, 7 days a week",-122.808188,49.022761,GPS
1201,14955 Victoria Ave,White Rock,BC,V4B 1G2,"PAY PARKING IN EFFECT 10;00 am to midnight, 7 days a week",-122.808061,49.022761,GPS
1202,170 Sumach St,Toronto,ON,M5A 3H7,,-79.360577,43.660292,GPS
1203,1215 Upper James St,Hamilton,ON,L9C 3B2,,-79.887013,43.215631,200-8
1204,309 Burnside Rd W,Victoria,BC,V9B 6R4,,-123.394431,48.45554,200-9
1205,3607 Small Rd,Courtenay,BC,V9N 3Z8,,-125.003981,49.634915,GPS
1206,2381 Rue Principale Ouest,Magog,QC,J1X 0J4,,-72.185724,45.28127,200-8
1207,3035 Boulevard le Carrefour,Laval,QC,H7T 1C8,,-73.747368,45.57021,200-8
1208,6801 Trans-Canada Highway,Pointe-Claire,QC,H9R 5J2,,-73.82815,45.464211,GPS
1209,999 Upper Wentworth Street,Hamilton,ON,L9A 4X5,,-79.864087,43.216533,200-8
1210,5000 Highway 7,Markham,ON,L3R 4M9,,-79.285862,43.867443,200-9
1211,50 Rideau Suite #300,Ottawa,ON,K1N 9J7,,-75.691081,45.426281,200-9
1212,25 The West Mall,Etobicoke,ON,M9C 1B8,,-79.554167,43.613989,200-8
1213,220 Yonge Street,Toronto,ON,M5B 2H1,,-79.383262,43.655344,GPS
1214,200 Burrard Street,Vancouver,BC,V6C 3L6,,-123.114524,49.287416,200-9
1215,10355 152 Street,Surrey,BC,V3R 7C1,,-122.806098,49.19232,200-9
1216,Boulevard de l'Hôtel de Ville,Rivière-du-Loup,QC,G5R 5S4,,-69.55877,47.820216,GPS
1217,14 Rue Sainte Anne,Yamachiche,QC,G0X 3L0,,-72.876861,46.262172,200-8
1218,830-840 Fraser Ave,Hope,BC,V0X 1L0,,-121.442754,49.378358,200-9
1219,170 Aulac Road,Aulac,NB,E4L 2X2,,-64.280241,45.871389,200-9
1220,382 Rue Saint Jean,Saint Leonard,NB,E7E 2B6,,-67.917956,47.168781,200-9
1221,415 Nevers Road,Waasis,NB,E3B 9E1,,-66.560599,45.851677,200-9
1222,1290 Trans-Canada Hwy,Kamloops,BC,V2C 6R3,,-120.368163,50.65527,200-8
1223,50 Rue de la Ferme,Baie-Saint-Paul,QC,G3Z 0G2,,-70.506189,47.435772,200-9
1224,180 Rang du Moulin Rouge,Saint-Léonard-d'Aston,QC,J0C 1M0,,-72.313266,46.058351,200-9
1225,900 Maple Avenue,Burlington,ON,L7S 2J8,,-79.822276,43.326261,200-9
1226,3155 Argentia Road,Mississauga,ON,L5N 8E1,,-79.786054,43.598276,200-8
1227,21 Richer Close,Casselman,ON,K0A 1M0,,-75.081782,45.304617,200-8
1228,3131 Cote Vertu Boulevard,Saint-Laurent,QC,H4R 1Y8,,-73.707954,45.500456,GPS
1229,6000 Boulevard Rome,Brossard,QC,J4Y 0B6,,-73.440918,45.441993,200-9
1230,390 North Front Street,Belleville,ON,K8P 3E1,,-77.398895,44.187863,200-9
1231,155 Montée Masson,Mascouche,QC,J7K 3B4,,-73.618569,45.723174,200-8
1232,450 Bayfield St,Barrie,ON,L4M 5A2,,-79.7095,44.410722,200-8
1233,22 Pinebush Road,Cambridge,ON,N1R 8K5,,-80.325474,43.408903,200-8
1234,3075 Highway 7,Markham,ON,L3R 5Y5,,-79.35344,43.850324,200-9
1235,1555 18th Avenue East,Owen Sound,ON,N4K 6Y3,,-80.912574,44.5741,200-9
1236,2416 Long Lake Rd,Sudbury,ON,P3E 0C5,,-81.004727,46.440497,200-8
1237,5015 111 St NW,Edmonton,AB,T6H 4M6,,-113.515106,53.486498,200-9
1238,1040-1042 1060 de Ia Rive Sud Boulevard,Levis,QC,G6W 5M6,,-71.268274,46.730365,GPS
1239,2402 Hwy 97 N,Kelowna,BC,V1X 4J1,,-119.429334,49.885791,200-9
1240,4599 Chateau Boulevard,Whistler,BC,V0N 1B4,,-122.944815,50.117503,200-9
1241,1200 12th Street North,Golden,BC,V0A 1H0,,-116.974481,51.312688,200-8
1242,5000 Canoe Pass Way,Delta,BC,V4M 0B3,,-123.082915,49.038081,200-9
1243,3440 Saanich Road,Victoria,BC,V8Z 0B9,,-123.375721,48.456556,200-9
1244,1 Bass Pro Mills Drive,Concord,ON,L4K 5W4,,-79.538835,43.827301,200-9
1245,420 Route 117,Mont-Tremblant,QC,J8E 2X5,,-74.573931,46.116496,200-9
1246,64 E Lake Ave NE,Aidrie,AB,T4A 2G8,,-113.997998,51.295673,200-8
1247,7845 Flint Rd SE,Calgary,AB,T2H 1G3,,-114.069543,50.983459,200-8
1248,1910 102 St NW,Edmonton,AB,T6N 1N3,,-113.49207,53.447464,GPS
1249,960 Harwood Dr,Blue River,BC,V0E 1J0,,-119.301001,52.113838,200-8
1250,965 S Yellowhead Hwy,Blue River,BC,V0E 1J0,,-119.305692,52.113949,GPS
1251,157 Vermilion Ave,Princeton,BC,V1Y 1 M5,,-120.508754,49.458847,200-9
1252,6380 Miller Road,Richmond,BC,V7B 1B3,,-123.151861,49.191611,200-9
1253,1460 Trans Canada Hwy NE,Salmon Arm,BC,V1E 1N5,,-119.267777,50.703235,200-9
1254,788 Richards Street,Vancouver,BC,V6B 3A4,,-123.117098,49.280564,200-9
1255,10 East Rd,Baysville,ON,P0B 1A0,,-79.111087,45.15212,200-9
1256,4551 Cherry Ave,Beamsville,ON,L0R 1B1,,-79.413136,43.177911,200-9
1257,1 Johnson St,Kingston,ON,K7L 5H7,,-76.480206,44.228412,200-9
1258,5257 Ferry St,Niagra Falls,ON,L2G 1R6,,-79.080967,43.089881,200-9
1259,201 Pinewood Park Dr,North Bay,ON,P1B 8Z4,,-79.388172,46.257563,200-9
1260,345 Wyecroft Rd #2,Oakville,ON,L6K 2H2,,-79.701188,43.442091,200-9
1261,5000 Yonge St,Toronto,ON,M2N 7E9,,-79.413137,43.765951,200-9
1262,66 Wellington St W,Toronto,ON,M5K 1A1,,-79.3819,43.64693,200-9
1263,75 Bremmer Blvd,Toronto,ON,M5J 0A1,,-79.381043,43.64301,200-9
1264,777 Bay St,Toronto,ON,M5B 2H4,,-79.384998,43.659317,200-9
1265,1864 Hwy 9 RR3,Walkerton,ON,N0G 2V0,,-81.145334,44.106504,200-9
1266,235 The Boardwalk,Waterloo,ON,N2T 0A6,,-80.562444,43.435851,GPS
1267,181 Rue Richelieu,La Malbaie,QC,G5A 1X7,,-70.145253,47.621077,200-9
1268,250 Chemin des Falaises,La Malbaie,QC,G5A 2V2,,-70.151703,47.636728,200-9
1269,525 Chemin des Falaises,La Malbaie,QC,G5A 2V8,,-70.143514,47.624428,200-8
1270,819 boul. de Maisonneuve Est,Montreal,QC,H2L 1Y7,,-73.560316,45.516388,200-9
1271,125 Chemin des Patriotes Sud,Mont-St.-Hilaire,QC,J3H 3G5,,-73.200496,45.559954,200-9
1272,500 Chemin Avila,Piedmont,QC,J0R 1R3,,-74.134116,45.886227,200-9
1273,1 des Carrieres,Quebec City,QC,G1R 4P5,,-71.205031,46.812316,GPS
1274,350 Avenue St Denis,Saint-Sauveur,QC,J0R 1R3,,-74.1522,45.884942,200-8
1275,2685 rue King ouest,Sherbrooke,QC,J1L 1C1,,-71.939706,45.398536,200-9
1276,1 Boulvard Arthabaska Est,Victoriaville,QC,G6T 0S4,,-71.933685,46.074389,GPS
1277,999 W Hastings St,Vancouver,BC,V6C,,-123.116004,49.287313,GPS
1278,7899 Templeton Station Rd,Richmond,BC,V7B,,-123.141699,49.198212,GPS
1279,210 Main Rd,Joe Batt's Arm,NL,A0G 2X0,,-54.17821781,49.73026143,GPS
1280,255 McGettigan Blvd,Marystown,NL,A0E 2M0,,-55.15227761,47.17648294,GPS
1281,16 Centennial St,Mt. Pearl,NL,A1N 1G5,,-52.80600802,47.51870163,GPS
1282,126 Smallwood Dr,Mt. Pearl,NL,A1N 1C4,,-52.8169852,47.5067591,GPS
1283,45 Olympic Dr,Mt. Pearl,NL,A1N 4K3,,-52.81784,47.506478,200-9
1284,1169-1181 Thorburn Rd,Portugal Cove-St. Philip's,NL,A1M 3R6,,-52.8634666,47.56995595,GPS
1285,48 Kenmount Rd,St. John's,NL,A1B 3P8,Located in Parking Garage West,-52.75427385,47.56073817,GPS
1286,411 Stavanger Dr,St. John's,NL,A1A 5G2,,-52.71009854,47.61382291,GPS
1287,300 Prince Philip Dr,St. John's,NL,A1B 3V6,,-52.74192473,47.57196448,GPS
1288,351 Water St,St. John's,NL,A1C 6N6,,-52.710577,47.559932,200-9
1289,11 Kispiox Valley Rd,Hazelton,BC,V0J 1Y2,,-127.661513,55.257599,200-8
1290,30295 Automall Dr,Abbotsford,BC,V2T 5M1,,-122.384009,49.060632,200-9
1291,3046 Yellowhead Hwy,Smithers,BC,V0J 2N0,,-127.147432,54.77335748,GPS
1292,21 Old Placentia Rd,Mt. Pearl,NL,A1N 4M3,,-52.82894596,47.51340582,GPS
1293,2 Fleming College Way,Peterborough,ON,K9K 2N7,East side of Spruce lot,-78.372627,44.267967,GPS
1294,19225 BC-10,Surrey,BC,V3S 2V7,,-122.690425,49.105162,GPS
1295,6105 Belgrave Rd,Mississauga,ON,L5R 0B7,,-79.694374,43.616523,GPS
1296,821 Avenue Sainte-Croix,Montréal,QC,H4L 3X9,,-73.67544,45.514239,GPS
1297,114 Crowsnest Hwy,Hope,BC,V0X 1L2,,-121.2626394,49.29845779,GPS
1298,1073 BC-5,Kamloops,BC,V2B 1B1,,-120.2044938,51.07655061,GPS
1299,9916 Bean Rd,Little Fort,BC,V0E 2C0,,-120.2027464,51.42776426,GPS
1300,6638 Deering Rd,Port Renfrew,BC,V0S 1K0,,-124.4004833,48.55716871,GPS
1301,2929 Barnet Hwy,Coquitlam,BC,V3B 5R5,SE Corner of Mall. Near Entrance to London Drugs,-122.797478,49.278349,GPS
1302,7690 110 Ave NW,Calgary,AB,T3R 1R8,,-114.195482,51.153621,GPS
1303,6155 Belgrave Rd,Mississauga,ON,L5R 4G8,,-79.69494,43.617607,GPS
